pair_ID	sentence_A	sentence_B	entailment_label	relatedness_score	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
4734	Een man zet een geluiddemper op een pistool	Een man brengt een geluiddemper aan op een pistool	ENTAILMENT	4.8	A_entails_B	B_entails_A	A man is fitting a silencer to a pistol	A man is applying a silencer to a gun	SEMEVAL	SEMEVAL	TRIAL
4735	Een man zet een geluiddemper op een pistool	Er is geen man die een geluiddemper aan een pistool vastmaakt	CONTRADICTION	3.3	A_contradicts_B	B_contradicts_A	A man is fitting a silencer to a pistol	There is no man fixing a silencer to a gun	SEMEVAL	SEMEVAL	TRAIN
4736	Een man zet een geluiddemper op een pistool	Een man maakt een geluiddemper aan een geweer vast	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A man is fitting a silencer to a pistol	A man is fixing a silencer to a gun	SEMEVAL	SEMEVAL	TEST
4737	Een man op een motorfiets rijdt op één wiel	Een man op een motorfiets doet een truc	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A man on a motorcycle is riding on one wheel	A man on a motorcycle is doing a trick	SEMEVAL	SEMEVAL	TEST
4738	Een man op een motorfiets rijdt niet op één wiel	Een man op een motorfiets rijdt op één wiel	CONTRADICTION	4.5	A_contradicts_B	B_contradicts_A	A man on a motorcycle is not riding on one wheel	A man on a motorcycle is riding on one wheel	SEMEVAL	SEMEVAL	TEST
4739	Iemand voert acrobatiek uit op een motorfiets	Iemand voert trucjes uit op een motorfiets	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A person is performing acrobatics on a motorcycle	A person is performing tricks on a motorcycle	SEMEVAL	SEMEVAL	TEST
4740	Iemand voert trucjes uit op een motorfiets	Iemand doet geen trucjes op een motorfiets	CONTRADICTION	4.1	A_contradicts_B	B_contradicts_A	A person is performing tricks on a motorcycle	A person is not performing tricks on a motorcycle	SEMEVAL	SEMEVAL	TRAIN
4741	Iemand voert trucjes uit op een motorfiets	De artiest bedriegt een persoon op een motorfiets	NEUTRAL	2.6	A_neutral_B	B_neutral_A	A person is performing tricks on a motorcycle	The performer is tricking a person on a motorcycle	SEMEVAL	SEMEVAL	TEST
4742	Een man op een motorfiets rijdt op één wiel	Iemand voert acrobatiek uit op een motorfiets	ENTAILMENT	4.1	A_entails_B	B_neutral_A	A man on a motorcycle is riding on one wheel	A person is performing acrobatics on a motorcycle	SEMEVAL	SEMEVAL	TRAIN
4743	Iemand doet geen trucjes op een motorfiets	Een man op een motorfiets rijdt op één wiel	NEUTRAL	3.7	A_contradicts_B	B_neutral_A	A person is not performing tricks on a motorcycle	A man on a motorcycle is riding on one wheel	SEMEVAL	SEMEVAL	TRAIN
4744	Een man op een motorfiets rijdt op één wiel	De artiest bedriegt een persoon op een motorfiets	NEUTRAL	2.8	A_neutral_B	B_neutral_A	A man on a motorcycle is riding on one wheel	The performer is tricking a person on a motorcycle	SEMEVAL	SEMEVAL	TEST
4745	Een man op een motorfiets doet een truc	Iemand voert trucjes uit op een motorfiets	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man on a motorcycle is doing a trick	A person is performing tricks on a motorcycle	SEMEVAL	SEMEVAL	TRAIN
4746	Iemand voert trucjes uit op een motorfiets	Een man op een motorfiets rijdt niet op één wiel	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A person is performing tricks on a motorcycle	A man on a motorcycle is not riding on one wheel	SEMEVAL	SEMEVAL	TRAIN
4747	Een man op een motorfiets rijdt op één wiel	Iemand voert trucjes uit op een motorfiets	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man on a motorcycle is riding on one wheel	A person is performing tricks on a motorcycle	SEMEVAL	SEMEVAL	TEST
4748	Een klein meisje speelt viool op een strand	De viool wordt bespeeld door een klein meisje op een strand	ENTAILMENT	4.8	A_entails_B	B_entails_A	A little girl is playing the violin on a beach	The violin is being played by a little girl on a beach	SEMEVAL	SEMEVAL	TEST
4749	Een klein meisje speelt viool op een strand	Er is geen meisje dat viool speelt op een strand	CONTRADICTION	3.9	A_contradicts_B	B_contradicts_A	A little girl is playing the violin on a beach	There is no girl playing the violin on a beach	SEMEVAL	SEMEVAL	TEST
4750	Het meisje zit op de bank en is aan het haken	Het meisje zit op de sofa en haakt	ENTAILMENT	5	A_entails_B	B_entails_A	The girl is sitting on the couch and is crocheting	The girl is sitting on the sofa and crocheting	SEMEVAL	SEMEVAL	TEST
4751	Het meisje staat op de bank en haakt	Het meisje zit op de bank en is aan het haken	NEUTRAL	4.2	A_neutral_B	B_contradicts_A	The girl is standing on the couch and crocheting	The girl is sitting on the couch and is crocheting	SEMEVAL	SEMEVAL	TEST
4752	Een klein meisje speelt viool op een strand	Het meisje zit op de sofa en haakt	NEUTRAL	1.9	A_neutral_B	B_neutral_A	A little girl is playing the violin on a beach	The girl is sitting on the sofa and crocheting	SEMEVAL	SEMEVAL	TRAIN
4753	Een klein meisje speelt viool op een strand	Het meisje staat op de bank en haakt	NEUTRAL	1.5	A_neutral_B	B_neutral_A	A little girl is playing the violin on a beach	The girl is standing on the couch and crocheting	SEMEVAL	SEMEVAL	TRAIN
4754	De viool wordt bespeeld door een klein meisje op een strand	Het meisje zit op de bank en is aan het haken	NEUTRAL	1.2	A_neutral_B	B_neutral_A	The violin is being played by a little girl on a beach	The girl is sitting on the couch and is crocheting	SEMEVAL	SEMEVAL	TEST
4755	Het meisje zit op de bank en is aan het haken	Er is geen meisje dat viool speelt op een strand	NEUTRAL	1.4	A_neutral_B	B_neutral_A	The girl is sitting on the couch and is crocheting	There is no girl playing the violin on a beach	SEMEVAL	SEMEVAL	TRIAL
4756	Een klein meisje speelt viool op een strand	Het meisje zit op de bank en is aan het haken	NEUTRAL	1.2	A_neutral_B	B_neutral_A	A little girl is playing the violin on a beach	The girl is sitting on the couch and is crocheting	SEMEVAL	SEMEVAL	TRAIN
4757	Een man danst in de regen	Een persoon danst in de regen	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A man is dancing in the rain	A person is dancing in the rain	SEMEVAL	SEMEVAL	TEST
4758	Een man zit in de regen	Een man danst in de regen	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A man is sitting in the rain	A man is dancing in the rain	SEMEVAL	SEMEVAL	TEST
4759	Een man zingt in een oude microfoon	Een man zingt in een microfoon	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A man is singing into an old microphone	A man is singing into a microphone	SEMEVAL	SEMEVAL	TRAIN
4760	Een vrouw zingt in een microfoon	Een man zingt in een microfoon	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A woman is singing into a microphone	A man is singing into a microphone	SEMEVAL	SEMEVAL	TRAIN
4761	Een man danst in de regen	Een man zingt in een oude microfoon	NEUTRAL	1.9	A_neutral_B	B_neutral_A	A man is dancing in the rain	A man is singing into an old microphone	SEMEVAL	SEMEVAL	TRAIN
4762	Een man danst in de regen	Een vrouw zingt in een microfoon	NEUTRAL	1.1	A_neutral_B	B_neutral_A	A man is dancing in the rain	A woman is singing into a microphone	SEMEVAL	SEMEVAL	TRAIN
4763	Een persoon danst in de regen	Een man zingt in een microfoon	NEUTRAL	1	A_neutral_B	B_neutral_A	A person is dancing in the rain	A man is singing into a microphone	SEMEVAL	SEMEVAL	TRAIN
4764	Een man zingt in een microfoon	Een man zit in de regen	NEUTRAL	1.5	A_neutral_B	B_neutral_A	A man is singing into a microphone	A man is sitting in the rain	SEMEVAL	SEMEVAL	TRAIN
4765	Een man zingt in een microfoon	Een man danst in de regen	NEUTRAL	1.1	A_neutral_B	B_neutral_A	A man is singing into a microphone	A man is dancing in the rain	SEMEVAL	SEMEVAL	TEST
4766	Een man kookt een slang	Een man roostert een slang	ENTAILMENT	4.7	A_entails_B	B_entails_A	A man is cooking a snake	A man is roasting a snake	SEMEVAL	SEMEVAL	TRAIN
4767	Een man kookt een slang	Er is geen man die een slang kookt	CONTRADICTION	3.7	A_contradicts_B	B_contradicts_A	A man is cooking a snake	There is no man cooking a snake	SEMEVAL	SEMEVAL	TRIAL
4768	De man laat in schijfjes gesneden komkommers in koud water vallen	De man laat in schijfjes gesneden komkommers in het water vallen	ENTAILMENT	4.6	A_entails_B	B_neutral_A	The man is dropping sliced cucumbers into cold water	The man is dropping sliced cucumbers into water	SEMEVAL	SEMEVAL	TEST
4769	De man verwijdert in schijfjes gesneden komkommers uit water	De man laat in schijfjes gesneden komkommers in het water vallen	NEUTRAL	3.6	A_neutral_B	B_contradicts_A	The man is removing sliced cucumbers from water	The man is dropping sliced cucumbers into water	SEMEVAL	SEMEVAL	TRAIN
4770	Een man kookt een slang	De man laat in schijfjes gesneden komkommers in koud water vallen	NEUTRAL	1.4	A_neutral_B	B_neutral_A	A man is cooking a snake	The man is dropping sliced cucumbers into cold water	SEMEVAL	SEMEVAL	TEST
4771	De man verwijdert in schijfjes gesneden komkommers uit water	Een man kookt een slang	NEUTRAL	1.1	A_neutral_B	B_neutral_A	The man is removing sliced cucumbers from water	A man is cooking a snake	SEMEVAL	SEMEVAL	TRAIN
4772	Een man roostert een slang	De man laat in schijfjes gesneden komkommers in het water vallen	NEUTRAL	1.7	A_neutral_B	B_neutral_A	A man is roasting a snake	The man is dropping sliced cucumbers into water	SEMEVAL	SEMEVAL	TEST
4773	De man laat in schijfjes gesneden komkommers in het water vallen	Er is geen man die een slang kookt	NEUTRAL	1.7	A_neutral_B	B_neutral_A	The man is dropping sliced cucumbers into water	There is no man cooking a snake	SEMEVAL	SEMEVAL	TEST
4774	Een man kookt een slang	De man laat in schijfjes gesneden komkommers in het water vallen	NEUTRAL	1.5	A_neutral_B	B_neutral_A	A man is cooking a snake	The man is dropping sliced cucumbers into water	SEMEVAL	SEMEVAL	TRAIN
4775	Een jongen speelt gitaar	Een gitaar wordt bespeeld door een jongen	ENTAILMENT	5	A_entails_B	B_entails_A	A boy is playing guitar	A guitar is being played by a boy	SEMEVAL	SEMEVAL	TEST
4776	Er is geen jongen die gitaar speelt	Een jongen speelt gitaar	CONTRADICTION	3.8	A_contradicts_B	B_contradicts_A	There is no boy playing guitar	A boy is playing guitar	SEMEVAL	SEMEVAL	TRIAL
4777	Een kleine jongen speelt op een gitaar	Een jonge jongen speelt op een gitaar	ENTAILMENT	4.6	A_entails_B	B_entails_A	A little boy is playing a guitar	A young boy is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
4778	Een klein meisje speelt gitaar	Een kleine jongen speelt op een gitaar	NEUTRAL	3.3	A_neutral_B	B_neutral_A	A little girl is playing a guitar	A little boy is playing a guitar	SEMEVAL	SEMEVAL	TEST
4779	Een jonge jongen speelt op een gitaar	Een jongen speelt gitaar	ENTAILMENT	4.3	A_entails_B	B_neutral_A	A young boy is playing a guitar	A boy is playing guitar	SEMEVAL	SEMEVAL	TEST
4780	Een jongen speelt gitaar	Een klein meisje speelt gitaar	NEUTRAL	3.7	A_neutral_B	B_neutral_A	A boy is playing guitar	A little girl is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
4781	Een kleine jongen speelt op een gitaar	Een gitaar wordt bespeeld door een jongen	ENTAILMENT	4.7	A_entails_B	B_neutral_A	A little boy is playing a guitar	A guitar is being played by a boy	SEMEVAL	SEMEVAL	TEST
4782	Een kleine jongen speelt op een gitaar	Er is geen jongen die gitaar speelt	CONTRADICTION	3.5	A_contradicts_B	B_contradicts_A	A little boy is playing a guitar	There is no boy playing guitar	SEMEVAL	SEMEVAL	TRAIN
4783	Een kleine jongen speelt op een gitaar	Een jongen speelt gitaar	ENTAILMENT	4.4	A_entails_B	B_neutral_A	A little boy is playing a guitar	A boy is playing guitar	SEMEVAL	SEMEVAL	TEST
4784	Een frisdrankje wordt geopend en gedronken door een vrouw	Een vrouw opent een frisdrank en drinkt het	ENTAILMENT	4.8	A_entails_B	B_entails_A	A soda is being opened and drunk by a woman	A woman is opening a soda and drinking it	SEMEVAL	SEMEVAL	TEST
4785	Een vrouw opent een frisdrank en drinkt het	Een man opent een frisdrankje en drinkt het op	NEUTRAL	3.8	A_neutral_B	B_neutral_A	A woman is opening a soda and drinking it	A man is opening a soda and drinking it	SEMEVAL	SEMEVAL	TEST
4786	Een vrouw rijdt op een olifant	Een olifant wordt bereden door een vrouw	ENTAILMENT	4.9	A_entails_B	B_entails_A	A woman is riding on an elephant	An elephant is being ridden by a woman	SEMEVAL	SEMEVAL	TEST
4787	Er is geen vrouw die op een olifant rijdt	Een vrouw rijdt op een olifant	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	There is no woman riding on an elephant	A woman is riding on an elephant	SEMEVAL	SEMEVAL	TEST
4788	Een olifant wordt bereden door een vrouw	Een vrouw opent een frisdrank en drinkt het	NEUTRAL	1	A_neutral_B	B_neutral_A	An elephant is being ridden by a woman	A woman is opening a soda and drinking it	SEMEVAL	SEMEVAL	TRAIN
4789	Er is geen vrouw die op een olifant rijdt	Een vrouw opent een frisdrank en drinkt het	NEUTRAL	1.3	A_neutral_B	B_neutral_A	There is no woman riding on an elephant	A woman is opening a soda and drinking it	SEMEVAL	SEMEVAL	TEST
4790	Een vrouw rijdt op een olifant	Een frisdrankje wordt geopend en gedronken door een vrouw	NEUTRAL	1	A_neutral_B	B_neutral_A	A woman is riding on an elephant	A soda is being opened and drunk by a woman	SEMEVAL	SEMEVAL	TRAIN
4791	Een vrouw rijdt op een olifant	Een man opent een frisdrankje en drinkt het op	NEUTRAL	1.1	A_neutral_B	B_neutral_A	A woman is riding on an elephant	A man is opening a soda and drinking it	SEMEVAL	SEMEVAL	TEST
4792	Een vrouw opent een frisdrank en drinkt het	Een vrouw rijdt op een olifant	NEUTRAL	1.6	A_neutral_B	B_neutral_A	A woman is opening a soda and drinking it	A woman is riding on an elephant	SEMEVAL	SEMEVAL	TEST
4793	Een jongen speelt op een gitaar	Een jongen speelt op een instrument	ENTAILMENT	4.6	A_entails_B	B_neutral_A	A boy is playing a guitar	A boy is playing an instrument	SEMEVAL	SEMEVAL	TRAIN
4794	Een jongen speelt op een gitaar	Een jongen speelt geen gitaar	CONTRADICTION	3.6	A_contradicts_B	B_contradicts_A	A boy is playing a guitar	A boy is not playing a guitar	SEMEVAL	SEMEVAL	TRAIN
4795	Een gitaar wordt bespeeld door een kind	Een kind speelt gitaar	ENTAILMENT	5	A_entails_B	B_entails_A	A guitar is being played by a kid	A kid is playing guitar	SEMEVAL	SEMEVAL	TRAIN
4796	Er is geen kind dat gitaar speelt	Een kind speelt gitaar	CONTRADICTION	3.1	A_contradicts_B	B_contradicts_A	There is no kid playing guitar	A kid is playing guitar	SEMEVAL	SEMEVAL	TRAIN
4797	Een jongen speelt op een gitaar	Een gitaar wordt bespeeld door een kind	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A boy is playing a guitar	A guitar is being played by a kid	SEMEVAL	SEMEVAL	TRAIN
4798	Er is geen kind dat gitaar speelt	Een jongen speelt op een gitaar	CONTRADICTION	4	A_contradicts_B	B_contradicts_A	There is no kid playing guitar	A boy is playing a guitar	SEMEVAL	SEMEVAL	TRAIN
4799	Een jongen speelt op een instrument	Een kind speelt gitaar	NEUTRAL	4	A_neutral_B	B_neutral_A	A boy is playing an instrument	A kid is playing guitar	SEMEVAL	SEMEVAL	TRAIN
4800	Een jongen speelt geen gitaar	Een kind speelt gitaar	NEUTRAL	3.6	A_neutral_B	B_neutral_A	A boy is not playing a guitar	A kid is playing guitar	SEMEVAL	SEMEVAL	TRAIN
4801	Een jongen speelt op een gitaar	Een kind speelt gitaar	ENTAILMENT	4.5	A_entails_B	B_neutral_A	A boy is playing a guitar	A kid is playing guitar	SEMEVAL	SEMEVAL	TEST
4802	Een aap plaagt een hond in de dierentuin	Een hond wordt geplaagd door een aap in de dierentuin	ENTAILMENT	4.9	A_entails_B	B_entails_A	A monkey is teasing a dog at the zoo	A dog is being teased by a monkey at the zoo	SEMEVAL	SEMEVAL	TRAIN
4803	Er is geen aap die een hond in de dierentuin plaagt	Een aap plaagt een hond in de dierentuin	CONTRADICTION	2.935	A_contradicts_B	B_contradicts_A	There is no monkey teasing a dog at the zoo	A monkey is teasing a dog at the zoo	SEMEVAL	SEMEVAL	TRIAL
4804	Een hond plaagt een aap in de dierentuin	Een aap plaagt een hond in de dierentuin	NEUTRAL	3.5	A_neutral_B	B_contradicts_A	A dog is teasing a monkey at the zoo	A monkey is teasing a dog at the zoo	SEMEVAL	SEMEVAL	TEST
4805	De staart van een hond wordt getrokken door een aap	Een aap trekt aan de staart van een hond	ENTAILMENT	4.9	A_entails_B	B_entails_A	A dog's tail is being pulled by a monkey	A monkey is pulling a dog's tail	SEMEVAL	SEMEVAL	TRAIN
4806	Er is geen aap die aan de staart van een hond trekt	Een aap trekt aan de staart van een hond	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	There is no monkey pulling a dog's tail	A monkey is pulling a dog's tail	SEMEVAL	SEMEVAL	TRAIN
4807	Een aap trekt aan de staart van een hond	Een hond trekt aan de staart van een aap	NEUTRAL	3.9	A_neutral_B	B_neutral_A	A monkey is pulling a dog's tail	A dog is pulling a monkey's tail	SEMEVAL	SEMEVAL	TRAIN
4808	Een aap plaagt een hond in de dierentuin	De staart van een hond wordt getrokken door een aap	NEUTRAL	4.3	A_neutral_B	B_neutral_A	A monkey is teasing a dog at the zoo	A dog's tail is being pulled by a monkey	SEMEVAL	SEMEVAL	TRAIN
4809	Er is geen aap die aan de staart van een hond trekt	Een aap plaagt een hond in de dierentuin	NEUTRAL	3.8	A_neutral_B	B_neutral_A	There is no monkey pulling a dog's tail	A monkey is teasing a dog at the zoo	SEMEVAL	SEMEVAL	TEST
4810	Een hond trekt aan de staart van een aap	Een aap plaagt een hond in de dierentuin	NEUTRAL	3.5	A_neutral_B	B_neutral_A	A dog is pulling a monkey's tail	A monkey is teasing a dog at the zoo	SEMEVAL	SEMEVAL	TRAIN
4811	Een hond wordt geplaagd door een aap in de dierentuin	Een aap trekt aan de staart van een hond	NEUTRAL	4.3	A_neutral_B	B_neutral_A	A dog is being teased by a monkey at the zoo	A monkey is pulling a dog's tail	SEMEVAL	SEMEVAL	TRAIN
4812	Er is geen aap die een hond in de dierentuin plaagt	Een aap trekt aan de staart van een hond	CONTRADICTION	3.4	A_contradicts_B	B_contradicts_A	There is no monkey teasing a dog at the zoo	A monkey is pulling a dog's tail	SEMEVAL	SEMEVAL	TRAIN
4813	Een hond plaagt een aap in de dierentuin	Een aap trekt aan de staart van een hond	NEUTRAL	3.4	A_neutral_B	B_neutral_A	A dog is teasing a monkey at the zoo	A monkey is pulling a dog's tail	SEMEVAL	SEMEVAL	TRAIN
